BLOCK,LOT,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE
1226,1140,1,0,1, -  , -  ,1971,2, -  
1226,1142,1,0,1, -  , -  ,1971,2, -  
1226,1143,1,0,1, -  , -  ,1971,2, -  
1226,1144,1,0,1, -  , -  ,1971,2, -  
1226,1145,1,0,1, -  , -  ,1971,2, -  
1226,1146,1,0,1, -  , -  ,1971,2, -  
1226,1147,1,0,1, -  , -  ,1971,2, -  
1226,1152,1,0,1, -  , -  ,1971,2, -  
1226,1154,1,0,1, -  , -  ,1971,2, -  
1226,1155,1,0,1, -  , -  ,1971,2, -  
1226,1156,1,0,1, -  , -  ,1971,2, -  
1226,1157,1,0,1, -  , -  ,1971,2, -  
1226,1158,1,0,1, -  , -  ,1971,2, -  
1226,1159,1,0,1, -  , -  ,1971,2, -  
1226,1160,1,0,1, -  , -  ,1971,2, -  
1226,1161,1,0,1, -  , -  ,1971,2, -  
1226,1163,1,0,1, -  , -  ,1971,2, -  
1226,1164,1,0,1, -  , -  ,1971,2, -  
1226,1165,1,0,1, -  , -  ,1971,2, -  
1226,1166,1,0,1, -  , -  ,1971,2, -  
1226,1168,1,0,1, -  , -  ,1971,2, -  
1226,1171,1,0,1, -  , -  ,1971,2, -  
1226,1172,1,0,1, -  , -  ,1971,2, -  
1226,1174,1,0,1, -  , -  ,1971,2, -  
1226,1175,1,0,1, -  , -  ,1971,2, -  
1226,1176,1,0,1, -  , -  ,1971,2, -  
1226,1177,1,0,1, -  , -  ,1971,2, -  
1226,1178,1,0,1, -  , -  ,1971,2, -  
1226,1181,1,0,1, -  , -  ,1971,2, -  
1226,1182,1,0,1, -  , -  ,1971,2, -  
1226,1183,1,0,1, -  , -  ,1971,2, -  
1226,1184,1,0,1, -  , -  ,1971,2, -  
1226,1185,1,0,1, -  , -  ,1971,2, -  
1226,1186,1,0,1, -  , -  ,1971,2, -  
1226,1187,1,0,1, -  , -  ,1971,2, -  
1226,1188,1,0,1, -  , -  ,1971,2, -  
1226,1189,1,0,1, -  , -  ,1971,2, -  
1226,1190,1,0,1, -  , -  ,1971,2, -  
1226,1191,1,0,1, -  , -  ,1971,2, -  
1226,1192,1,0,1, -  , -  ,1971,2, -  
1226,1193,1,0,1, -  , -  ,1971,2, -  
1226,1194,1,0,1, -  , -  ,1971,2, -  
1226,1195,1,0,1, -  , -  ,1971,2, -  
1226,1196,1,0,1, -  , -  ,1971,2, -  
1226,1197,1,0,1, -  , -  ,1971,2, -  
1226,1200,1,0,1, -  , -  ,1971,2, -  
1226,1201,1,0,1, -  , -  ,1971,2, -  
1226,1205,1,0,1, -  , -  ,1971,2, -  
1226,1206,1,0,1, -  , -  ,1971,2, -  
1226,1207,1,0,1, -  , -  ,1971,2, -  
1226,1208,1,0,1, -  , -  ,1971,2, -  
1226,1209,1,0,1, -  , -  ,1971,2, -  
1226,1210,1,0,1, -  , -  ,1971,2, -  
1226,1213,1,0,1, -  , -  ,1971,2, -  
1226,1214,1,0,1, -  , -  ,1971,2, -  
1226,1215,1,0,1, -  , -  ,1971,2, -  
1226,1217,1,0,1, -  , -  ,1971,2, -  
1226,1218,1,0,1, -  , -  ,1971,2, -  
1226,1219,1,0,1, -  , -  ,1971,2, -  
1226,1220,1,0,1, -  , -  ,1971,2, -  
1226,1224,1,0,1, -  , -  ,1971,2, -  
1226,1226,1,0,1, -  , -  ,1971,2, -  
1226,1227,1,0,1, -  , -  ,1971,2, -  
1226,1228,1,0,1, -  , -  ,1971,2, -  
1226,1231,1,0,1, -  , -  ,1971,2, -  
1226,1232,1,0,1, -  , -  ,1971,2, -  
1226,1233,1,0,1, -  , -  ,1971,2, -  
1226,1234,1,0,1, -  , -  ,1971,2, -  
1226,1235,1,0,1, -  , -  ,1971,2, -  
1226,1236,1,0,1, -  , -  ,1971,2, -  
1226,1237,1,0,1, -  , -  ,1971,2, -  
1226,1242,1,0,1, -  , -  ,1971,2, -  
1226,1243,1,0,1, -  , -  ,1971,2, -  
1226,1244,1,0,1, -  , -  ,1971,2, -  
1226,1245,1,0,1, -  , -  ,1971,2, -  
1226,1247,1,0,1, -  , -  ,1971,2, -  
1226,1248,1,0,1, -  , -  ,1971,2, -  
1226,1250,1,0,1, -  , -  ,1971,2, -  
1226,1251,1,0,1, -  , -  ,1971,2, -  
1226,1254,1,0,1, -  , -  ,1971,2, -  
1226,1255,1,0,1, -  , -  ,1971,2, -  
1226,1257,1,0,1, -  , -  ,1971,2, -  
1226,1258,1,0,1, -  , -  ,1971,2, -  
1226,1260,1,0,1, -  , -  ,1971,2, -  
1226,1262,1,0,1, -  , -  ,1971,2, -  
1226,1263,1,0,1, -  , -  ,1971,2, -  
1226,1264,1,0,1, -  , -  ,1971,2, -  
1226,1265,1,0,1, -  , -  ,1971,2, -  
1226,1266,1,0,1, -  , -  ,1971,2,807500
1226,1269,1,0,1, -  , -  ,1971,2, -  
1226,1270,1,0,1, -  , -  ,1971,2, -  
1226,1271,1,0,1, -  , -  ,1971,2, -  
1226,1272,1,0,1, -  , -  ,1971,2, -  
1226,1276,1,0,1, -  , -  ,1971,2, -  
1226,1277,1,0,1, -  , -  ,1971,2, -  
1226,1278,1,0,1, -  , -  ,1971,2, -  
1226,1279,1,0,1, -  , -  ,1971,2, -  
1226,1281,1,0,1, -  , -  ,1971,2, -  
1226,1283,1,0,1, -  , -  ,1971,2, -  
1226,1285,1,0,1, -  , -  ,1971,2, -  
1226,1288,1,0,1, -  , -  ,1971,2, -  
1226,1294,1,0,1, -  , -  ,1971,2, -  
1226,1296,1,0,1, -  , -  ,1971,2, -  
1226,1297,1,0,1, -  , -  ,1971,2, -  
1226,1299,1,0,1, -  , -  ,1971,2, -  
1226,1300,1,0,1, -  , -  ,1971,2, -  
1226,1301,1,0,1, -  , -  ,1971,2, -  
1226,1302,1,0,1, -  , -  ,1971,2, -  
1226,1304,1,0,1, -  , -  ,1971,2, -  
1226,1305,1,0,1, -  , -  ,1971,2, -  
1226,1306,1,0,1, -  , -  ,1971,2,10
1226,1307,1,0,1, -  , -  ,1971,2, -  
1226,1308,1,0,1, -  , -  ,1971,2, -  
1226,1311,1,0,1, -  , -  ,1971,2, -  
1226,1314,1,0,1, -  , -  ,1971,2, -  
1226,1315,1,0,1, -  , -  ,1971,2, -  
1226,1316,1,0,1, -  , -  ,1971,2, -  
1226,1317,1,0,1, -  , -  ,1971,2, -  
1226,1318,1,0,1, -  , -  ,1971,2, -  
1226,1320,1,0,1, -  , -  ,1971,2, -  
1226,1322,1,0,1, -  , -  ,1971,2, -  
1226,1323,1,0,1, -  , -  ,1971,2, -  
1226,1324,1,0,1, -  , -  ,1971,2, -  
1226,1326,1,0,1, -  , -  ,1971,2, -  
1226,1328,1,0,1, -  , -  ,1971,2, -  
1226,1329,1,0,1, -  , -  ,1971,2,1660000
1228,1007,1,0,1, -  , -  ,1987,2,10
1228,1008,1,0,1, -  , -  ,1987,2,10
1228,1009,1,0,1, -  , -  ,1987,2, -  
1228,1014,1,0,1, -  , -  ,1987,2,600000
1228,1062,1,0,1, -  , -  ,1987,2,995000
1228,1062,1,0,1, -  , -  ,1987,2,995000
1228,1062,1,0,1, -  , -  ,1987,2, -  
1228,1068,1,0,1, -  , -  ,1987,2, -  
1228,1073,1,0,1, -  , -  ,1987,2,710000
1228,1112,1,0,1, -  , -  ,1987,2, -  
1228,1203,1,0,1, -  , -  ,1910,2,1450000
1228,1224,1,0,1, -  , -  ,1910,2,999000
1228,1308,1,0,1, -  , -  ,2004,2,2320000
1229,1004,1,0,1, -  , -  ,1920,2,2225000
1229,1008,1,0,1, -  , -  ,1920,2,2300000
1229,1149,1,0,1, -  , -  ,1912,2,4100000
1229,1166,1,0,1, -  , -  ,1912,2, -  
1229,1166,1,0,1, -  , -  ,1912,2,1390000
1229,1175,1,0,1, -  , -  ,1912,2,1350000
1229,1178,1,0,1, -  , -  ,1912,2,4000000
1229,1183,1,0,1, -  , -  ,1912,2, -  
1229,1196,1,0,1, -  , -  ,1912,2,2700000
1231,1036,1,0,1, -  , -  ,1985,2,1750000
1231,1038,1,0,1, -  , -  ,1985,2,975000
1231,1051,1,0,1, -  , -  ,1985,2,940000
1231,1059,1,0,1, -  , -  ,1985,2, -  
1231,1086,1,0,1, -  , -  ,1985,2, -  
1231,1099,1,0,1, -  , -  ,1985,2, -  
1231,1100,1,0,1, -  , -  ,1985,2, -  
1231,1119,1,0,1, -  , -  ,1985,2,1378000
1231,1163,1,0,1, -  , -  ,1985,2,1880000
1231,1187,1,0,1, -  , -  ,1985,2,900000
1231,1243,1,0,1, -  , -  ,1985,2, -  
1231,1253,1,0,1, -  , -  ,1985,2,1400000
1231,1278,1,0,1, -  , -  ,1985,2, -  
1231,1427,1,0,1, -  , -  ,1912,2,5746784
1232,1166,1,0,1, -  , -  ,0,2,1250000
1232,1174,1,0,1, -  , -  ,0,2,4350000
1233,1005,1,0,1, -  , -  ,1911,2,3300000
1233,1032,1,0,1, -  , -  ,1911,2, -  
1233,1034,1,0,1, -  , -  ,1911,2,1400000
1233,1108,1,0,1, -  , -  ,0,2,1555000
1235,1043,1,0,1, -  , -  ,1900,2,1150000
1235,1056,1,0,1, -  , -  ,1900,2,860000
1235,1056,1,0,1, -  , -  ,1900,2, -  
1236,1102,1,0,1, -  , -  ,0,2,1395000
1236,1109,1,0,1, -  , -  ,0,2,1765968
1236,1144,1,0,1, -  , -  ,0,2,7195000
1236,1149,1,0,1, -  , -  ,0,2,1830000
1236,1162,1,0,1, -  , -  ,0,2,2000000
1236,1169,1,0,1, -  , -  ,0,2,2618679
1236,1192,1,0,1, -  , -  ,0,2,3100000
1237,1009,1,0,1, -  , -  ,1920,2,2550000
1237,1014,1,0,1, -  , -  ,1920,2,1650000
1237,1020,1,0,1, -  , -  ,1920,2,2545000
1237,1032,1,0,1, -  , -  ,1920,2,1637500
1237,1034,1,0,1, -  , -  ,1920,2,1670000
1237,1127,1,0,1, -  , -  ,1985,2,867000
1237,1147,1,0,1, -  , -  ,1985,2,970000
1237,1160,1,0,1, -  , -  ,1985,2,625000
1237,1172,1,0,1, -  , -  ,1985,2,1135000
1237,1176,1,0,1, -  , -  ,1985,2,1237500
1237,1196,1,0,1, -  , -  ,1985,2,1640000
1237,1201,1,0,1, -  , -  ,1985,2,1700000
1237,1205,1,0,1, -  , -  ,1985,2,1534000
1238,1013,1,0,1, -  , -  ,0,2,2365000
1238,1015,1,0,1, -  , -  ,0,2,995000
1238,1023,1,0,1, -  , -  ,0,2,1125000
1238,1035,1,0,1, -  , -  ,0,2,957155
1238,1062,1,0,1, -  , -  ,0,2,1828000
1238,1063,1,0,1, -  , -  ,0,2,1579000
1238,1064,1,0,1, -  , -  ,0,2,2610036
1238,1075,1,0,1, -  , -  ,0,2, -  
1238,1075,1,0,1, -  , -  ,0,2, -  
1238,1208,1,0,1, -  , -  ,0,2,2150000
1238,1278,1,0,1, -  , -  ,0,2,2600000
1238,1284,1,0,1, -  , -  ,0,2,2260000
1239,1057,1,0,1, -  , -  ,1913,2,1590000
1239,1110,1,0,1, -  , -  ,0,2,1085000
1239,1110,1,0,1, -  , -  ,0,2, -  
1239,1111,1,0,1, -  , -  ,0,2,2375000
1239,1127,1,0,1, -  , -  ,0,2, -  
1240,1126,1,0,1, -  , -  ,0,2,2605000
1240,1136,1,0,1, -  , -  ,0,2,1527375
1240,1148,1,0,1, -  , -  ,0,2,1375000
1241,1006,1,0,1, -  , -  ,1910,2, -  
1241,1016,1,0,1, -  , -  ,1910,2, -  
1243,1003,1,0,1, -  , -  ,1986,2, -  
1243,1009,1,0,1, -  , -  ,1986,2,790000
1243,1018,1,0,1, -  , -  ,1986,2,865000
1243,1037,1,0,1, -  , -  ,1986,2, -  
1243,1050,1,0,1, -  , -  ,1986,2,625000
1243,1092,1,0,1, -  , -  ,1986,2, -  
1243,1130,1,0,1, -  , -  ,1986,2,949000
1243,1147,1,0,1, -  , -  ,1986,2,985000
1243,1152,1,0,1, -  , -  ,1986,2,800000
1243,1152,1,0,1, -  , -  ,1986,2, -  
1243,1155,1,0,1, -  , -  ,1986,2,795000
1243,1187,1,0,1, -  , -  ,1986,2, -  
1243,1190,1,0,1, -  , -  ,1986,2, -  
1243,1194,1,0,1, -  , -  ,1986,2,10
1243,1303,1,0,1, -  , -  ,2011,2,2018250
1243,1315,1,0,1, -  , -  ,2011,2,4969940
1244,1017,1,0,1, -  , -  ,1900,2,730000
1247,1022,1,0,1, -  , -  ,1950,2, -  
1247,1026,1,0,1, -  , -  ,1950,2, -  
1247,1032,1,0,1, -  , -  ,1950,2,637500
1247,1043,1,0,1, -  , -  ,1950,2,1610000
1247,1049,1,0,1, -  , -  ,1950,2, -  
1247,1063,1,0,1, -  , -  ,1950,2,852000
1250,1104,1,0,1, -  , -  ,0,2,865000
1250,1139,1,0,1, -  , -  ,0,2,2850000
1251,1017,1,0,1, -  , -  ,0,2,2610000
1251,1057,1,0,1, -  , -  ,0,2,12147722
1252,1012,1,0,1, -  , -  ,1920,2,1375000
1252,1013,1,0,1, -  , -  ,1920,2, -  
1252,1028,1,0,1, -  , -  ,1920,2,350000
1253,1169,1,0,1, -  , -  ,0,2,1100000
1253,1181,1,0,1, -  , -  ,0,2,1100000
1253,1197,1,0,1, -  , -  ,0,2,746000
1253,1199,1,0,1, -  , -  ,0,2,750000
1253,1302,1,0,1, -  , -  ,1931,2,967500
1253,1307,1,0,1, -  , -  ,1931,2,820000
1253,1312,1,0,1, -  , -  ,1931,2,820000
1253,1328,1,0,1, -  , -  ,1931,2,1650000
1253,1337,1,0,1, -  , -  ,1931,2,875000
1253,1341,1,0,1, -  , -  ,1931,2,1270000
1253,1346,1,0,1, -  , -  ,1931,2, -  
1253,1352,1,0,1, -  , -  ,1931,2,890000
1253,1379,1,0,1, -  , -  ,1931,2,615000
1253,1482,1,0,1, -  , -  ,1931,2,675000
1253,1535,1,0,1, -  , -  ,1931,2,697501
1209,47,6,1,7,1717,5855,1910,2, -  
1196,1002,1,0,1, -  , -  ,1900,2,1127000
1196,1003,1,0,1, -  , -  ,1900,2,1335000
1250,1017,1,0,1, -  , -  ,0,2,169228
1212,1002,0,0,0, -  , -  ,1900,2,815000
1212,1002,0,0,0, -  , -  ,1900,2,885000
1212,1002,0,0,0, -  , -  ,1900,2,2500000
1212,1002,0,0,0, -  , -  ,1900,2,860000
1212,1002,0,0,0, -  , -  ,1900,2,865000
1212,1002,0,0,0, -  , -  ,1900,2,850000
1213,1002,0,0,0, -  , -  ,1900,2,775000
1213,1002,0,0,0, -  , -  ,1900,2,690000
1213,1209,0,0,0, -  , -  ,0,2,725000
1223,1002,0,0,0, -  , -  ,1940,2,455000
1223,1002,0,0,0, -  , -  ,1940,2,575000
1230,1002,0,0,0, -  , -  ,1923,2,1850000
1230,1002,0,0,0, -  , -  ,1923,2,760000
1230,1002,0,0,0, -  , -  ,1923,2,1299000
1230,1002,0,0,0, -  , -  ,1923,2,1875000
1230,1002,0,0,0, -  , -  ,1923,2,1525000
1230,1002,0,0,0, -  , -  ,1923,2,1400000
1230,1002,0,0,0, -  , -  ,1923,2,2560000
1230,1002,0,0,0, -  , -  ,1923,2,1810000
1232,1002,0,0,0, -  , -  ,1915,2,7250000
1232,1002,0,0,0, -  , -  ,1915,2,2860000
1232,1002,0,0,0, -  , -  ,1915,2,2875327
1232,1002,0,0,0, -  , -  ,1915,2,2275000
1232,1002,0,0,0, -  , -  ,1915,2,2822700
1234,1003,0,0,0, -  , -  ,1987,2,1850000
1234,1003,0,0,0, -  , -  ,1987,2,995000
1234,1003,0,0,0, -  , -  ,1987,2,890000
1234,1003,0,0,0, -  , -  ,1987,2,1850000
1234,1003,0,0,0, -  , -  ,1987,2,1500000
1234,1003,0,0,0, -  , -  ,1987,2,880000
1234,1003,0,0,0, -  , -  ,1987,2,995000
1234,1003,0,0,0, -  , -  ,1987,2, -  
1234,1003,0,0,0, -  , -  ,1987,2,3000000
1234,1003,0,0,0, -  , -  ,1987,2,1620000
1234,1003,0,0,0, -  , -  ,1987,2,650000
1234,1003,0,0,0, -  , -  ,1987,2,1595000
1234,1003,0,0,0, -  , -  ,1987,2,1458000
1234,1003,0,0,0, -  , -  ,1987,2,950000
1234,1003,0,0,0, -  , -  ,1987,2,3475000
1234,1003,0,0,0, -  , -  ,1987,2,1750000
1234,1003,0,0,0, -  , -  ,1987,2, -  
1234,1003,0,0,0, -  , -  ,1987,2,1525000
1234,1003,0,0,0, -  , -  ,1987,2,985000
1236,1003,0,0,0, -  , -  ,1986,2,1025000
1236,1003,0,0,0, -  , -  ,1986,2,1360000
1236,1003,0,0,0, -  , -  ,1986,2,1040000
1245,1002,0,0,0, -  , -  ,1930,2,2235000
1227,54,0,18,18,10325,47292,1899,4, -  
1228,8,0,3,3,13125,40483,1920,4, -  
1246,49,0,1,1,7663,51520,1927,4,42000000
1227,43,0,1,1,4920,28186,1940,4, -  
1227,59,0,2,2,3180,6846,1910,4, -  
1199,44,0,0,0,2554,15000,1910,4,10
1222,153,0,1,1,1913,4532,1910,4,4250000
1226,1101,0,0,1, -  , -  ,1971,4,13000000
1251,1001,0,0,1, -  , -  ,0,4,304200
1251,1006,0,0,1, -  , -  ,0,4, -  
1890,11,1,0,1,2018,4008,1915,1,7340000
1889,48,2,0,2,2018,4520,1905,1,7250000
1889,49,2,0,2,2018,4370,1920,1, -  
1889,113,3,0,3,1817,5220,1900,1,5000000
1889,113,3,0,3,1817,5220,1900,1, -  
1860,26,15,0,15,2523,8760,1900,2,6350000
1861,61,13,1,14,2500,11110,1925,2,7500000
1862,2,15,2,17,2500,9397,1925,2, -  
1870,3,6,0,6,1683,4734,1925,2, -  
1874,25,22,0,22,3250,11900,1925,2, -  
1879,43,15,0,15,2489,9440,1900,2,5243000
1889,8,15,0,15,2018,6942,1910,2,4000000
1889,8,15,0,15,2018,6942,1910,2, -  
1889,60,18,0,18,2550,10584,1921,2,2650000
1890,72,8,0,8,2018,5046,1920,2, -  
1891,159,10,0,10,1716,5810,1900,2,4550000
1895,43,10,0,10,2000,6100,1910,2,4775000
1852,12,287,0,287,24477,257760,1950,2, -  
1852,20,287,0,287,19935,257760,1963,2, -  
1852,31,287,0,287,24757,257760,1958,2, -  
1859,15,28,0,28,5046,30608,1950,2,10
1859,15,28,0,28,5046,30608,1950,2, -  
1868,40,34,0,34,4180,22275,1920,2, -  
1868,44,31,3,34,10092,57300,1910,2, -  
1890,7,36,0,36,5551,36252,1922,2,23500000
1891,26,94,0,94,10092,118591,1923,2,86500000
1851,22,0,0,0, -  , -  ,1920,2,761000
1860,5,0,0,0, -  , -  ,1930,2,130000
1860,13,0,0,0, -  , -  ,1900,2,435000
1860,13,0,0,0, -  , -  ,1900,2,717000
1860,13,0,0,0, -  , -  ,1900,2,630000
1861,7,0,0,0, -  , -  ,1910,2,326826
1861,7,0,0,0, -  , -  ,1910,2,325000
1874,28,0,0,0, -  , -  ,1925,2,1112500
1879,21,0,0,0, -  , -  ,1920,2,1200000
1879,41,0,0,0, -  , -  ,1900,2,325000
1881,13,0,0,0, -  , -  ,1925,2,287500
1889,42,0,0,0, -  , -  ,1920,2,626000
1889,43,0,0,0, -  , -  ,1915,2,620000
1851,12,0,0,0, -  , -  ,1930,2,690000
1851,12,0,0,0, -  , -  ,1930,2,675000
1851,12,0,0,0, -  , -  ,1930,2,450000
1851,12,0,0,0, -  , -  ,1930,2, -  
1851,12,0,0,0, -  , -  ,1930,2,470000
1851,12,0,0,0, -  , -  ,1930,2,399000
1851,16,0,0,0, -  , -  ,1920,2,415000
1851,16,0,0,0, -  , -  ,1920,2,345000
1851,16,0,0,0, -  , -  ,1920,2,440000
1867,59,0,0,0, -  , -  ,1921,2,837500
1867,59,0,0,0, -  , -  ,1921,2,1175000
1867,59,0,0,0, -  , -  ,1921,2,1575000
1869,1,0,0,0, -  , -  ,1926,2,825000
1869,1,0,0,0, -  , -  ,1926,2,1350000
1869,1,0,0,0, -  , -  ,1926,2,1221000
1869,1,0,0,0, -  , -  ,1926,2,1380000
1869,1,0,0,0, -  , -  ,1926,2,815000
1870,1,0,0,0, -  , -  ,1930,2,550000
1870,4,0,0,0, -  , -  ,1926,2,2775000
1870,4,0,0,0, -  , -  ,1926,2,2000000
1870,4,0,0,0, -  , -  ,1926,2,2080000
1870,4,0,0,0, -  , -  ,1926,2,2625000
1870,28,0,0,0, -  , -  ,1920,2, -  
1871,20,0,0,0, -  , -  ,1930,2,365000
1871,20,0,0,0, -  , -  ,1930,2,400000
1871,20,0,0,0, -  , -  ,1930,2,690000
1874,37,0,0,0, -  , -  ,1945,2,615000
1874,58,0,0,0, -  , -  ,1917,2,1116000
1874,61,0,0,0, -  , -  ,1923,2,1250000
1874,61,0,0,0, -  , -  ,1923,2,1393000
1874,61,0,0,0, -  , -  ,1923,2,610000
1875,56,0,0,0, -  , -  ,1925,2,498400
1875,61,0,0,0, -  , -  ,1926,2,1650000
1875,61,0,0,0, -  , -  ,1926,2,1527875
1875,61,0,0,0, -  , -  ,1926,2,1431500
1876,7,0,0,0, -  , -  ,1926,2,2971450
1876,7,0,0,0, -  , -  ,1926,2,2295000
1876,7,0,0,0, -  , -  ,1926,2, -  
1876,7,0,0,0, -  , -  ,1926,2,2875000
1876,7,0,0,0, -  , -  ,1926,2,1425000
1876,7,0,0,0, -  , -  ,1926,2,1425000
1876,7,0,0,0, -  , -  ,1926,2,2150000
1876,7,0,0,0, -  , -  ,1926,2,1614500
1876,46,0,0,0, -  , -  ,1920,2, -  
1876,46,0,0,0, -  , -  ,1920,2,395000
1877,25,0,0,0, -  , -  ,1925,2,605000
1877,42,0,0,0, -  , -  ,1925,2,615000
1879,1,0,0,0, -  , -  ,1929,2, -  
1879,1,0,0,0, -  , -  ,1929,2,1250000
1879,1,0,0,0, -  , -  ,1929,2,2200000
1879,36,0,0,0, -  , -  ,1930,2,641497
1879,36,0,0,0, -  , -  ,1930,2,815000
1879,36,0,0,0, -  , -  ,1930,2,690526
1879,36,0,0,0, -  , -  ,1930,2,28280
1879,36,0,0,0, -  , -  ,1930,2,680000
1879,36,0,0,0, -  , -  ,1930,2,720000
1879,62,0,0,0, -  , -  ,1930,2,279000
1879,62,0,0,0, -  , -  ,1930,2, -  
1879,62,0,0,0, -  , -  ,1930,2,397500
1880,1,0,0,0, -  , -  ,1910,2,784310
1880,1,0,0,0, -  , -  ,1910,2,899000
1880,1,0,0,0, -  , -  ,1910,2,610000
1880,1,0,0,0, -  , -  ,1910,2,510000
1880,7,0,0,0, -  , -  ,1911,2,1215000
1880,7,0,0,0, -  , -  ,1911,2, -  
1880,7,0,0,0, -  , -  ,1911,2,525000
1880,7,0,0,0, -  , -  ,1911,2,1425000
1880,7,0,0,0, -  , -  ,1911,2,325000
1880,10,0,0,0, -  , -  ,1925,2,800000
1880,10,0,0,0, -  , -  ,1925,2,830000
1880,10,0,0,0, -  , -  ,1925,2,850000
1882,8,0,0,0, -  , -  ,1923,2,683750
1882,8,0,0,0, -  , -  ,1923,2,670000
1882,8,0,0,0, -  , -  ,1923,2,1300000
1882,38,0,0,0, -  , -  ,1910,2,875000
1882,54,0,0,0, -  , -  ,1910,2,1535000
1882,58,0,0,0, -  , -  ,1910,2,1505000
1883,25,0,0,0, -  , -  ,1915,2,640000
1883,25,0,0,0, -  , -  ,1915,2,665000
1883,26,0,0,0, -  , -  ,1900,2, -  
1887,16,0,0,0, -  , -  ,1929,2,350000
1887,22,0,0,0, -  , -  ,1925,2,2080000
1887,22,0,0,0, -  , -  ,1925,2,1821125
1887,36,0,0,0, -  , -  ,1900,2,438401
1887,36,0,0,0, -  , -  ,1900,2,1100000
1887,50,0,0,0, -  , -  ,1915,2,505000
1887,65,0,0,0, -  , -  ,1912,2,1650000
1887,65,0,0,0, -  , -  ,1912,2,1650000
1888,10,0,0,0, -  , -  ,1930,2,1165000
1888,10,0,0,0, -  , -  ,1930,2,752000
1888,10,0,0,0, -  , -  ,1930,2, -  
1888,10,0,0,0, -  , -  ,1930,2,961000
1888,31,0,0,0, -  , -  ,1920,2,530000
1888,31,0,0,0, -  , -  ,1920,2,529500
1888,31,0,0,0, -  , -  ,1920,2,540000
1888,36,0,0,0, -  , -  ,1912,2,850000
1888,59,0,0,0, -  , -  ,1920,2,1436000
1888,59,0,0,0, -  , -  ,1920,2, -  
1888,67,0,0,0, -  , -  ,1940,2,2000000
1888,67,0,0,0, -  , -  ,1940,2, -  
1888,76,0,0,0, -  , -  ,1940,2,708000
1888,76,0,0,0, -  , -  ,1940,2,719500
1889,36,0,0,0, -  , -  ,1940,2,2325000
1889,36,0,0,0, -  , -  ,1940,2,1725000
1889,36,0,0,0, -  , -  ,1940,2,680000
1889,36,0,0,0, -  , -  ,1940,2,2535000
1889,72,0,0,0, -  , -  ,1911,2,1300000
1889,72,0,0,0, -  , -  ,1911,2,1900000
1890,1,0,0,0, -  , -  ,1923,2,2370000
1890,1,0,0,0, -  , -  ,1923,2, -  
1890,1,0,0,0, -  , -  ,1923,2,1100000
1890,1,0,0,0, -  , -  ,1923,2,1010238
1890,24,0,0,0, -  , -  ,1924,2, -  
1890,24,0,0,0, -  , -  ,1924,2,1600000
1890,28,0,0,0, -  , -  ,1964,2,380527
1890,28,0,0,0, -  , -  ,1964,2,505000
1890,28,0,0,0, -  , -  ,1964,2,6800000
1890,40,0,0,0, -  , -  ,1929,2,803000
1890,40,0,0,0, -  , -  ,1929,2,325000
1890,40,0,0,0, -  , -  ,1929,2,400000
1890,40,0,0,0, -  , -  ,1929,2,460000
1890,40,0,0,0, -  , -  ,1929,2,625000
1890,40,0,0,0, -  , -  ,1929,2,360000
1890,40,0,0,0, -  , -  ,1929,2,375000
1890,40,0,0,0, -  , -  ,1929,2,389000
1890,40,0,0,0, -  , -  ,1929,2,375000
1890,40,0,0,0, -  , -  ,1929,2,450000
1890,53,0,0,0, -  , -  ,1916,2, -  
1890,53,0,0,0, -  , -  ,1916,2,2190000
1890,61,0,0,0, -  , -  ,1916,2,2795000
1891,11,0,0,0, -  , -  ,1926,2,1150000
1891,35,0,0,0, -  , -  ,1920,2,1100000
1891,35,0,0,0, -  , -  ,1920,2,1625000
1891,35,0,0,0, -  , -  ,1920,2,1215000
1891,62,0,0,0, -  , -  ,1927,2,680000
1891,62,0,0,0, -  , -  ,1927,2,1245000
1891,62,0,0,0, -  , -  ,1927,2,635000
1892,1,0,0,0, -  , -  ,1926,2,2315000
1892,32,0,0,0, -  , -  ,1951,2,580000
1892,32,0,0,0, -  , -  ,1951,2,780000
1892,32,0,0,0, -  , -  ,1951,2,790000
1892,32,0,0,0, -  , -  ,1951,2,655000
1892,32,0,0,0, -  , -  ,1951,2,655000
1892,49,0,0,0, -  , -  ,1924,2,950000
1892,49,0,0,0, -  , -  ,1924,2,1840000
1893,1,0,0,0, -  , -  ,1917,2,1850000
1893,1,0,0,0, -  , -  ,1917,2,535000
1893,6,0,0,0, -  , -  ,1920,2,899000
1893,6,0,0,0, -  , -  ,1920,2,1400000
1893,6,0,0,0, -  , -  ,1920,2,1106000
1893,32,0,0,0, -  , -  ,1922,2,167750
1893,35,0,0,0, -  , -  ,1922,2,1600000
1893,35,0,0,0, -  , -  ,1922,2,450000
1893,35,0,0,0, -  , -  ,1922,2,499900
1893,35,0,0,0, -  , -  ,1922,2,900000
1894,1,0,0,0, -  , -  ,1907,2,732000
1894,1,0,0,0, -  , -  ,1907,2, -  
1894,1,0,0,0, -  , -  ,1907,2,1631000
1894,1,0,0,0, -  , -  ,1907,2,450000
1894,1,0,0,0, -  , -  ,1907,2, -  
