BLOCK,LOT,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE
695,1465,1,0,1, -  , -  ,2005,2, -  
695,1494,1,0,1, -  , -  ,2005,2,1210000
695,1507,1,0,1, -  , -  ,2005,2, -  
695,1514,1,0,1, -  , -  ,2005,2,995000
695,1527,1,0,1, -  , -  ,2005,2,995000
695,1540,1,0,1, -  , -  ,2005,2,785000
695,1569,1,0,1, -  , -  ,2005,2, -  
695,1569,1,0,1, -  , -  ,2005,2,1020000
695,1575,1,0,1, -  , -  ,2005,2,975000
695,1585,1,0,1, -  , -  ,2005,2,1650000
695,1590,1,0,1, -  , -  ,2005,2,1700000
695,1593,1,0,1, -  , -  ,2005,2,257068
695,1596,1,0,1, -  , -  ,2005,2,1075000
695,1602,1,0,1, -  , -  ,2005,2, -  
695,1633,1,0,1, -  , -  ,2005,2,2900000
695,1634,1,0,1, -  , -  ,2005,2,2875000
695,1723,1,0,1, -  , -  ,2005,2,6000000
695,1809,1,0,1, -  , -  ,2007,2,6500000
695,1810,1,0,1, -  , -  ,2007,2, -  
695,1811,1,0,1, -  , -  ,2007,2,4225000
696,1105,1,0,1, -  , -  ,2007,2,3750000
699,1213,1,0,1, -  , -  ,2009,2,1199000
699,1219,1,0,1, -  , -  ,2009,2,1255000
699,1227,1,0,1, -  , -  ,2009,2, -  
699,1231,1,0,1, -  , -  ,2009,2,1280000
699,1249,1,0,1, -  , -  ,2009,2,1300000
699,1255,1,0,1, -  , -  ,2009,2,1300000
699,1261,1,0,1, -  , -  ,2009,2,1275000
699,1276,1,0,1, -  , -  ,2009,2,2900000
699,1290,1,0,1, -  , -  ,2009,2,2750000
699,1306,0,0,0, -  , -  ,0,2,7165843
699,1309,0,0,0, -  , -  ,0,2,4937073
699,1311,0,0,0, -  , -  ,0,2,6033271
699,1316,0,0,0, -  , -  ,0,2,6198750
699,1317,0,0,0, -  , -  ,0,2,14504000
699,1319,0,0,0, -  , -  ,0,2,4987833
699,1320,0,0,0, -  , -  ,0,2,5191483
699,1321,0,0,0, -  , -  ,0,2,6398500
699,1323,0,0,0, -  , -  ,0,2,9366308
699,1324,0,0,0, -  , -  ,0,2,5070293
699,1333,0,0,0, -  , -  ,0,2,7250000
699,1337,0,0,0, -  , -  ,0,2,10124043
714,1015,1,0,1, -  , -  ,2006,2,1195000
714,1040,1,0,1, -  , -  ,2006,2,1500000
714,1070,1,0,1, -  , -  ,2006,2,2075000
714,1077,1,0,1, -  , -  ,2006,2,2450000
714,1082,1,0,1, -  , -  ,2006,2,4700000
714,1083,1,0,1, -  , -  ,2006,2, -  
714,1121,1,0,1, -  , -  ,2006,2, -  
714,1122,1,0,1, -  , -  ,2006,2, -  
714,1122,1,0,1, -  , -  ,2006,2,4000000
714,1127,1,0,1, -  , -  ,2006,2, -  
714,1129,1,0,1, -  , -  ,2006,2,2175000
714,1141,1,0,1, -  , -  ,2006,2,4500000
716,1010,1,0,1, -  , -  ,1920,2,1180000
716,1106,1,0,1, -  , -  ,0,2,1050000
716,1127,1,0,1, -  , -  ,0,2,2735000
716,1141,1,0,1, -  , -  ,0,2,3815000
716,1201,1,0,1, -  , -  ,2007,2,3000000
716,1226,1,0,1, -  , -  ,2007,2,1575000
716,1228,1,0,1, -  , -  ,2007,2,2200000
716,1405,1,0,1, -  , -  ,2008,2,2150000
716,1406,1,0,1, -  , -  ,2008,2,2657500
717,1002,1,0,1, -  , -  ,1920,2,2965000
717,1003,1,0,1, -  , -  ,1920,2,2395000
717,1027,1,0,1, -  , -  ,1920,2,1440000
717,1028,1,0,1, -  , -  ,1920,2,1222000
717,1034,1,0,1, -  , -  ,1920,2,1180000
717,1134,1,0,1, -  , -  ,1987,2,775595
717,1136,1,0,1, -  , -  ,1987,2,730000
717,1143,1,0,1, -  , -  ,1987,2,805000
718,1201,1,0,1, -  , -  ,1931,2, -  
718,1211,1,0,1, -  , -  ,1931,2,3375000
718,1219,1,0,1, -  , -  ,1931,2,4250000
720,1017,1,0,1, -  , -  ,1984,2,999000
720,1106,1,0,1, -  , -  ,1900,2,10
720,1109,1,0,1, -  , -  ,1900,2,925000
722,1017,1,0,1, -  , -  ,0,2,975000
722,1025,1,0,1, -  , -  ,0,2,1995000
722,1035,1,0,1, -  , -  ,0,2, -  
722,1068,1,0,1, -  , -  ,0,2,1495000
722,1068,1,0,1, -  , -  ,0,2,1425000
723,1001,1,0,1, -  , -  ,0,2,1750000
723,1012,1,0,1, -  , -  ,0,2,2350000
723,1026,1,0,1, -  , -  ,0,2,1950000
723,1042,1,0,1, -  , -  ,0,2,2575000
738,1102,1,0,1, -  , -  ,1920,2,2250000
738,1120,1,0,1, -  , -  ,1920,2,3175000
738,1307,1,0,1, -  , -  ,1960,2,2125000
738,1311,1,0,1, -  , -  ,1960,2,2000000
738,1314,1,0,1, -  , -  ,1960,2,2600000
738,1315,1,0,1, -  , -  ,1960,2,2955000
742,1014,1,0,1, -  , -  ,1950,2,882000
742,1016,1,0,1, -  , -  ,1950,2,968000
742,1020,1,0,1, -  , -  ,1950,2,1025000
742,1022,1,0,1, -  , -  ,1950,2,1145000
742,1043,1,0,1, -  , -  ,1950,2,675000
746,1115,1,0,1, -  , -  ,1983,2,1410000
746,1117,1,0,1, -  , -  ,1983,2, -  
746,1125,1,0,1, -  , -  ,1983,2,1440000
746,1410,1,0,1, -  , -  ,0,2,1820000
746,1515,1,0,1, -  , -  ,1948,2,388037
746,1580,1,0,1, -  , -  ,1948,2,525000
753,1122,1,0,1, -  , -  ,1925,2, -  
753,1122,1,0,1, -  , -  ,1925,2,820000
764,1206,1,0,1, -  , -  ,2009,2,1751390
764,1207,1,0,1, -  , -  ,2009,2, -  
766,1131,1,0,1, -  , -  ,1989,2,1750000
766,1182,1,0,1, -  , -  ,1989,2,977500
766,1207,1,0,1, -  , -  ,1989,2, -  
766,1222,1,0,1, -  , -  ,1989,2,1300000
766,1233,1,0,1, -  , -  ,1989,2,1325000
767,1107,1,0,1, -  , -  ,0,2,1900000
767,1110,1,0,1, -  , -  ,0,2,1
767,1112,1,0,1, -  , -  ,0,2, -  
767,1235,1,0,1, -  , -  ,0,2,5250000
767,1523,1,0,1, -  , -  ,1929,2,16900000
767,1532,1,0,1, -  , -  ,1929,2,14750000
767,1547,1,0,1, -  , -  ,1929,2,10000000
767,1550,1,0,1, -  , -  ,1929,2,17500000
768,1024,1,0,1, -  , -  ,1939,2, -  
768,1029,1,0,1, -  , -  ,1939,2,900000
768,1043,1,0,1, -  , -  ,1939,2,935000
768,1063,1,0,1, -  , -  ,1939,2,975000
768,1147,1,0,1, -  , -  ,0,2,250000
768,1406,1,0,1, -  , -  ,2004,2, -  
769,1305,1,0,1, -  , -  ,0,2, -  
769,1315,1,0,1, -  , -  ,0,2,3025000
769,1336,1,0,1, -  , -  ,0,2, -  
769,1336,1,0,1, -  , -  ,0,2,3200000
769,1338,1,0,1, -  , -  ,0,2,3500000
769,1341,1,0,1, -  , -  ,0,2,2700000
769,1407,1,0,1, -  , -  ,0,2,3350000
769,1413,1,0,1, -  , -  ,0,2,4450000
773,1004,1,0,1, -  , -  ,2004,2,2050000
774,1027,1,0,1, -  , -  ,0,2, -  
774,1034,1,0,1, -  , -  ,0,2,1750000
774,1035,1,0,1, -  , -  ,0,2,3060000
774,1039,1,0,1, -  , -  ,0,2,2788000
774,1042,1,0,1, -  , -  ,0,2,1500000
774,1042,1,0,1, -  , -  ,0,2,1500000
774,1042,1,0,1, -  , -  ,0,2, -  
774,1114,1,0,1, -  , -  ,0,2,2600000
774,1171,1,0,1, -  , -  ,0,2,2275000
774,1176,1,0,1, -  , -  ,0,2,2600000
774,1210,1,0,1, -  , -  ,0,2,1750000
774,1256,1,0,1, -  , -  ,0,2, -  
774,1264,1,0,1, -  , -  ,0,2,3100000
774,1285,1,0,1, -  , -  ,0,2,5500000
774,1285,1,0,1, -  , -  ,0,2, -  
774,1317,1,0,1, -  , -  ,0,2, -  
774,1333,1,0,1, -  , -  ,0,2,5300000
774,1342,1,0,1, -  , -  ,0,2, -  
774,1350,1,0,1, -  , -  ,0,2,4550000
774,1357,1,0,1, -  , -  ,0,2, -  
775,1204,1,0,1, -  , -  ,2014,2,3050000
775,1227,1,0,1, -  , -  ,2014,2,2562500
775,1243,1,0,1, -  , -  ,2014,2,1600000
792,1043,1,0,1, -  , -  ,1918,2, -  
793,1025,1,0,1, -  , -  ,1899,2,2700000
793,1035,1,0,1, -  , -  ,1899,2,2945000
793,1060,1,0,1, -  , -  ,1907,2,1700000
793,1213,1,0,1, -  , -  ,0,2,2550000
793,1237,1,0,1, -  , -  ,0,2,3050000
793,1252,1,0,1, -  , -  ,0,2,3828219
793,1521,1,0,1, -  , -  ,2006,2,3400000
793,1522,1,0,1, -  , -  ,2006,2,2270000
793,1524,1,0,1, -  , -  ,2006,2, -  
793,1531,1,0,1, -  , -  ,2006,2, -  
793,1603,1,0,1, -  , -  ,2008,2,990000
794,1015,1,0,1, -  , -  ,2005,2,1725000
794,1040,1,0,1, -  , -  ,2005,2,2085000
794,1045,1,0,1, -  , -  ,2005,2,2000000
794,1047,1,0,1, -  , -  ,2005,2,2825000
794,1105,1,0,1, -  , -  ,2006,2,2163100
794,1118,1,0,1, -  , -  ,2006,2,1470000
794,1123,1,0,1, -  , -  ,2006,2,2050000
794,1301,0,0,0, -  , -  ,0,2,5193075
794,1302,0,0,0, -  , -  ,0,2,2189238
794,1303,0,0,0, -  , -  ,0,2,5500000
794,1304,0,0,0, -  , -  ,0,2,3864259
794,1306,0,0,0, -  , -  ,0,2,1600000
794,1306,0,0,0, -  , -  ,0,2,1374638
794,1307,0,0,0, -  , -  ,0,2,4327562
794,1308,0,0,0, -  , -  ,0,2,3971175
794,1309,0,0,0, -  , -  ,0,2,2507441
794,1310,0,0,0, -  , -  ,0,2,1476462
794,1311,0,0,0, -  , -  ,0,2,4276650
794,1312,0,0,0, -  , -  ,0,2,4174825
794,1313,0,0,0, -  , -  ,0,2,2485000
794,1314,0,0,0, -  , -  ,0,2,1636836
794,1315,0,0,0, -  , -  ,0,2,4480300
794,1316,0,0,0, -  , -  ,0,2,4174825
794,1317,0,0,0, -  , -  ,0,2,2500000
794,1318,0,0,0, -  , -  ,0,2,1629200
794,1319,0,0,0, -  , -  ,0,2,4633038
794,1320,0,0,0, -  , -  ,0,2,4429387
794,1321,0,0,0, -  , -  ,0,2,2600000
794,1322,0,0,0, -  , -  ,0,2,1807393
794,1323,0,0,0, -  , -  ,0,2,5103978
794,1324,0,0,0, -  , -  ,0,2,4531212
794,1325,0,0,0, -  , -  ,0,2,2749275
794,1326,0,0,0, -  , -  ,0,2,3500000
794,1327,0,0,0, -  , -  ,0,2,11670000
794,1328,0,0,0, -  , -  ,0,2,7835000
794,1329,0,0,0, -  , -  ,0,2,7987500
794,1330,0,0,0, -  , -  ,0,2,8335000
795,1014,1,0,1, -  , -  ,0,2,2250000
795,1106,1,0,1, -  , -  ,2008,2,205000
795,1107,1,0,1, -  , -  ,2008,2,950000
795,1114,1,0,1, -  , -  ,2008,2,1090000
795,1120,1,0,1, -  , -  ,2008,2,1318000
795,1123,1,0,1, -  , -  ,2008,2,1010000
795,1132,1,0,1, -  , -  ,2008,2,2750000
796,1026,1,0,1, -  , -  ,1987,2,680000
796,1026,1,0,1, -  , -  ,1987,2, -  
796,1104,1,0,1, -  , -  ,1875,2,2250000
796,1126,1,0,1, -  , -  ,1875,2,2750000
796,1312,1,0,1, -  , -  ,0,2,1725000
796,1332,1,0,1, -  , -  ,0,2,4000000
796,1340,1,0,1, -  , -  ,0,2, -  
797,1119,1,0,1, -  , -  ,0,2, -  
797,1121,1,0,1, -  , -  ,0,2,3225000
797,1205,1,0,1, -  , -  ,0,2,4000000
797,1604,1,0,1, -  , -  ,2006,2,1015000
797,1623,1,0,1, -  , -  ,2006,2,1682500
797,1634,1,0,1, -  , -  ,2006,2,939000
797,1635,1,0,1, -  , -  ,2006,2, -  
797,1711,1,0,1, -  , -  ,1911,2,1475000
797,1715,1,0,1, -  , -  ,1911,2,855000
797,1719,1,0,1, -  , -  ,1911,2,1915000
797,1726,1,0,1, -  , -  ,1911,2,1760000
797,1741,1,0,1, -  , -  ,1911,2,2835000
797,1804,1,0,1, -  , -  ,2012,2,2000000
797,1805,1,0,1, -  , -  ,2012,2,1215000
797,1811,1,0,1, -  , -  ,2012,2,1340000
797,1812,1,0,1, -  , -  ,2012,2,2318000
797,1820,1,0,1, -  , -  ,2012,2,1310000
797,1823,1,0,1, -  , -  ,2012,2,1515000
798,1012,1,0,1, -  , -  ,1973,2,875000
798,1018,1,0,1, -  , -  ,1973,2,900000
798,1034,1,0,1, -  , -  ,1973,2,750000
798,1042,1,0,1, -  , -  ,1973,2,495000
798,1074,1,0,1, -  , -  ,1973,2,625000
798,1083,1,0,1, -  , -  ,1973,2, -  
798,1108,1,0,1, -  , -  ,1973,2, -  
798,1113,1,0,1, -  , -  ,1973,2,855000
798,1122,1,0,1, -  , -  ,1973,2, -  
798,1203,1,0,1, -  , -  ,1950,2,1974000
798,1419,1,0,1, -  , -  ,2006,2,1519999
798,1508,1,0,1, -  , -  ,2008,2, -  
798,1511,1,0,1, -  , -  ,2008,2, -  
798,1515,1,0,1, -  , -  ,2008,2,2550000
798,1519,1,0,1, -  , -  ,2008,2, -  
798,1522,1,0,1, -  , -  ,2008,2,2625000
798,1524,1,0,1, -  , -  ,2008,2,4900000
798,1533,1,0,1, -  , -  ,2008,2,3850000
798,1551,1,0,1, -  , -  ,2008,2,1830000
798,1555,1,0,1, -  , -  ,2008,2,3540000
798,1557,1,0,1, -  , -  ,2008,2,3450000
798,1560,1,0,1, -  , -  ,2008,2,2015000
798,1562,1,0,1, -  , -  ,2008,2,2010000
798,1587,1,0,1, -  , -  ,2008,2,1570000
798,1708,1,0,1, -  , -  ,2011,2,1015000
799,1021,1,0,1, -  , -  ,1920,2,2250000
800,1013,1,0,1, -  , -  ,0,2,1497500
800,1315,1,0,1, -  , -  ,2006,2,2225000
800,1319,1,0,1, -  , -  ,2006,2,2235000
800,1322,1,0,1, -  , -  ,2006,2, -  
800,1349,1,0,1, -  , -  ,2006,2,2395000
800,1371,1,0,1, -  , -  ,2006,2, -  
800,1379,1,0,1, -  , -  ,2006,2,1615000
800,1396,1,0,1, -  , -  ,2006,2,1775000
800,1431,1,0,1, -  , -  ,2006,2,2750000
800,1453,1,0,1, -  , -  ,2006,2,2375000
800,1454,1,0,1, -  , -  ,2006,2, -  
800,1461,1,0,1, -  , -  ,2006,2,2615000
800,1490,1,0,1, -  , -  ,2006,2,1675000
800,1491,1,0,1, -  , -  ,2006,2,1680000
800,1503,1,0,1, -  , -  ,2006,2,1730000
800,1613,1,0,1, -  , -  ,1901,2, -  
801,1106,1,0,1, -  , -  ,1922,2,1900000
801,1113,1,0,1, -  , -  ,1922,2,2650000
803,1020,1,0,1, -  , -  ,0,2,1155000
803,1028,1,0,1, -  , -  ,0,2,765000
803,1034,1,0,1, -  , -  ,0,2,640000
803,1093,1,0,1, -  , -  ,0,2,2999000
803,1096,1,0,1, -  , -  ,0,2,1508000
716,1,4,1,5,1875,5225,1910,2,10581818
722,75,3,1,4,1146,3339,1910,2,10
738,79,3,1,4,3413,10294,1899,2, -  
769,69,4,2,6,2500,4447,1910,2,8250000
690,1102,1,0,1, -  , -  ,0,2,4000000
695,1003,1,0,1, -  , -  ,0,2,2000000
695,2108,1,0,1, -  , -  ,2013,2,13250000
695,2109,1,0,1, -  , -  ,2013,2,8000000
695,2202,0,0,0, -  , -  ,0,2,4582125
695,2204,0,0,0, -  , -  ,0,2,4450000
695,2207,0,0,0, -  , -  ,0,2,4918147
768,1302,1,0,1, -  , -  ,2001,2,2450000
773,1201,1,0,1, -  , -  ,1920,2,2443800
792,1155,1,0,1, -  , -  ,0,2, -  
797,1507,1,0,1, -  , -  ,1900,2,2320000
800,1203,1,0,1, -  , -  ,0,2,3680000
695,2201,0,0,0, -  , -  ,0,2,2060500
769,1201,0,1,1, -  , -  ,0,2, -  
718,1004,0,0,0, -  , -  ,2008,2,4100000
718,1004,0,0,0, -  , -  ,2008,2,3625000
718,1004,0,0,0, -  , -  ,2008,2,3900000
718,1004,0,0,0, -  , -  ,2008,2,9939120
718,1004,0,0,0, -  , -  ,2008,2,1725000
721,1008,0,0,0, -  , -  ,1932,2,1275000
721,1008,0,0,0, -  , -  ,1932,2,1037462
721,1008,0,0,0, -  , -  ,1932,2,575000
721,1008,0,0,0, -  , -  ,1932,2,590000
721,1008,0,0,0, -  , -  ,1932,2,585000
721,1008,0,0,0, -  , -  ,1932,2,712500
721,1008,0,0,0, -  , -  ,1932,2,3200000
721,1008,0,0,0, -  , -  ,1932,2,590000
721,1008,0,0,0, -  , -  ,1932,2,3525000
721,1008,0,0,0, -  , -  ,1932,2,1205000
721,1008,0,0,0, -  , -  ,1932,2,980000
721,1008,0,0,0, -  , -  ,1932,2,615000
721,1062,0,0,0, -  , -  ,0,2,1300000
721,1062,0,0,0, -  , -  ,0,2,595000
721,1062,0,0,0, -  , -  ,0,2,638000
721,1062,0,0,0, -  , -  ,0,2,550000
721,1062,0,0,0, -  , -  ,0,2,1200000
721,1062,0,0,0, -  , -  ,0,2,620000
721,1062,0,0,0, -  , -  ,0,2,1325000
721,1062,0,0,0, -  , -  ,0,2, -  
721,1062,0,0,0, -  , -  ,0,2,5199934
721,1062,0,0,0, -  , -  ,0,2,2750000
721,1062,0,0,0, -  , -  ,0,2,643000
721,1062,0,0,0, -  , -  ,0,2,1100000
721,1062,0,0,0, -  , -  ,0,2,620000
738,1003,0,0,0, -  , -  ,1973,2,545000
738,1003,0,0,0, -  , -  ,1973,2,600000
738,1003,0,0,0, -  , -  ,1973,2,580000
738,1003,0,0,0, -  , -  ,1973,2,565000
738,1003,0,0,0, -  , -  ,1973,2,525000
738,1003,0,0,0, -  , -  ,1973,2,782071
738,1003,0,0,0, -  , -  ,1973,2,599000
740,1102,0,0,0, -  , -  ,2008,2,2100000
745,1104,0,0,0, -  , -  ,0,2,1915000
745,1104,0,0,0, -  , -  ,0,2,465000
745,1104,0,0,0, -  , -  ,0,2,900000
745,1104,0,0,0, -  , -  ,0,2,695000
745,1104,0,0,0, -  , -  ,0,2,967500
745,1104,0,0,0, -  , -  ,0,2,605000
745,1104,0,0,0, -  , -  ,0,2,775000
745,1104,0,0,0, -  , -  ,0,2,580000
746,1202,0,0,0, -  , -  ,1931,2,900000
746,1202,0,0,0, -  , -  ,1931,2,470000
746,1202,0,0,0, -  , -  ,1931,2,500000
746,1202,0,0,0, -  , -  ,1931,2,895000
746,1202,0,0,0, -  , -  ,1931,2,460000
746,1202,0,0,0, -  , -  ,1931,2,925000
746,1202,0,0,0, -  , -  ,1931,2,1675000
746,1202,0,0,0, -  , -  ,1931,2,400000
746,1202,0,0,0, -  , -  ,1931,2,1945000
746,1202,0,0,0, -  , -  ,1931,2,515000
769,1104,0,0,0, -  , -  ,1980,2,576500
769,1104,0,0,0, -  , -  ,1980,2, -  
769,1104,0,0,0, -  , -  ,1980,2,618000
769,1104,0,0,0, -  , -  ,1980,2,595000
769,1104,0,0,0, -  , -  ,1980,2,490000
769,1104,0,0,0, -  , -  ,1980,2,575000
769,1104,0,0,0, -  , -  ,1980,2,563250
769,1104,0,0,0, -  , -  ,1980,2,483000
769,1104,0,0,0, -  , -  ,1980,2,982500
769,1104,0,0,0, -  , -  ,1980,2, -  
769,1104,0,0,0, -  , -  ,1980,2,1300000
792,1102,0,0,0, -  , -  ,1908,2,735000
792,1102,0,0,0, -  , -  ,1908,2,698000
792,1102,0,0,0, -  , -  ,1908,2,700000
792,1102,0,0,0, -  , -  ,1908,2,3700000
792,1102,0,0,0, -  , -  ,1908,2,685000
792,1102,0,0,0, -  , -  ,1908,2,699000
792,1102,0,0,0, -  , -  ,1908,2,1220000
792,1102,0,0,0, -  , -  ,1908,2,1160000
792,1102,0,0,0, -  , -  ,1908,2,725000
792,1302,0,0,0, -  , -  ,1930,2,620000
792,1302,0,0,0, -  , -  ,1930,2,1200000
792,1302,0,0,0, -  , -  ,1930,2,3755000
692,63,0,3,3,1360,4080,1900,4,17300000
790,32,1,1,1,6468,14056,1953,4,42400000
800,25,0,1,1,10709,130876,1913,4, -  
801,24,0,13,13,9875,113062,1906,4,150000000
801,58,0,5,5,2469,10250,1930,4,10150000
803,29,0,24,24,3950,43968,1908,4, -  
695,28,0,1,1,3456,3636,2015,4, -  
695,43,0,1,1,4937,4937,2015,4, -  
696,10,0,1,1,7406,7943,1946,4, -  
696,28,0,1,1,3950,7900,2013,4,10750000
716,2,0,1,1,1675,3909,1910,4,8818181
716,2,0,1,1,1675,3909,1910,4, -  
717,5,0,1,1,3800,3800,1910,4,20000000
773,1,0,4,4,19750,39500,1932,4,107250000
774,1,0,1,1,8986,17590,1963,4, -  
790,36,2,2,4,1586,4271,1920,4,10600000
771,29,0,2,2,4938,13688,1920,4, -  
795,19,1,5,6,1878,11250,1910,4,10500000
799,12,0,6,6,5925,68940,1910,4, -  
799,63,0,3,3,1852,3980,1920,4,9174156
800,14,0,6,6,2469,17800,1910,4, -  
801,19,0,19,19,4937,45449,1921,4,33000000
801,71,0,1,1,9826,122236,2010,4,139725000
753,33,0,1,1,2271,5260,1900,4,4300000
772,64,0,10,10,17281,170750,1900,4,92007576
799,24,0,1,1,17968,11164,1925,4, -  
691,1101,0,1,1, -  , -  ,2013,4, -  
691,1102,0,1,1, -  , -  ,2013,4, -  
696,38,6,2,8,2963,1500,1954,4, -  
799,70,0,0,0,2125, -  ,1111,4,8208750
803,62,0,0,0,7571, -  ,0,4,60000000
792,70,0,1,1,5296,39936,1924,4, -  
799,25,0,1,1,12343,21183,1920,4,50350000
799,51,0,1,1,1500,5184,1920,4, -  
764,11,35,0,35,2496,5802,1920,4,7995000
799,53,0,1,1,1656,6171,1920,4, -  
803,1110,0,0,1, -  , -  ,0,4,7610000
803,1111,0,0,1, -  , -  ,0,4,7100000
803,1112,0,0,1, -  , -  ,0,4, -  
803,1113,0,0,1, -  , -  ,0,4, -  
803,1114,0,0,1, -  , -  ,0,4, -  
803,1117,0,0,1, -  , -  ,0,4,7214400
691,1103,0,0,1, -  , -  ,2013,4,500000
691,1103,0,0,1, -  , -  ,2013,4, -  
716,1143,0,0,1, -  , -  ,0,4, -  
716,1151,0,0,1, -  , -  ,0,4,137500
794,1331,0,0,0, -  , -  ,0,4, -  
794,1332,0,0,0, -  , -  ,0,4, -  
794,1333,0,0,0, -  , -  ,0,4, -  
794,1334,0,0,0, -  , -  ,0,4, -  
794,1335,0,0,0, -  , -  ,0,4, -  
695,1201,0,0,1, -  , -  ,0,4, -  
695,1202,0,0,1, -  , -  ,0,4,5100000
695,1203,0,0,1, -  , -  ,0,4,1750000
721,1052,0,0,1, -  , -  ,0,4, -  
721,1067,0,0,1, -  , -  ,0,4, -  
745,1301,0,0,1, -  , -  ,0,4, -  
774,1001,0,0,1, -  , -  ,0,4, -  
774,1002,0,0,1, -  , -  ,0,4, -  
774,1003,0,0,1, -  , -  ,0,4, -  
774,1004,0,0,1, -  , -  ,0,4, -  
774,1005,0,0,1, -  , -  ,0,4, -  
797,1601,0,0,1, -  , -  ,2006,4,12250000
794,1155,0,0,1, -  , -  ,2006,4, -  
794,1339,0,0,0, -  , -  ,0,4, -  
794,1341,0,0,0, -  , -  ,0,4, -  
794,1342,0,0,0, -  , -  ,0,4, -  
794,1343,0,0,0, -  , -  ,0,4, -  
794,1344,0,0,0, -  , -  ,0,4, -  
794,1345,0,0,0, -  , -  ,0,4, -  
794,1346,0,0,0, -  , -  ,0,4, -  
794,1347,0,0,0, -  , -  ,0,4, -  
794,1348,0,0,0, -  , -  ,0,4, -  
794,1349,0,0,0, -  , -  ,0,4, -  
794,1350,0,0,0, -  , -  ,0,4, -  
794,1351,0,0,0, -  , -  ,0,4, -  
794,1352,0,0,0, -  , -  ,0,4, -  
794,1354,0,0,0, -  , -  ,0,4, -  
799,1026,0,0,1, -  , -  ,1920,4, -  
162,15,17,1,18,2307,8577,1920,2, -  
164,28,11,3,14,2380,7946,1915,2,8275000
164,29,16,15,31,2354,10700,1915,2, -  
200,26,16,1,17,2390,9013,1910,2, -  
277,2,28,2,30,5029,21274,1918,2,4250000
280,3,16,0,16,2500,9474,1900,2, -  
280,3,16,0,16,2500,9474,1900,2, -  
293,10,8,2,10,1575,6450,1900,2, -  
172,1,0,0,0, -  , -  ,1920,2, -  
171,1004,1,0,1, -  , -  ,0,2,1800000
171,1013,1,0,1, -  , -  ,0,2,1547500
171,1015,1,0,1, -  , -  ,0,2,999000
171,1016,1,0,1, -  , -  ,0,2,2400000
171,1214,1,0,1, -  , -  ,1920,2,1440000
171,1227,1,0,1, -  , -  ,1920,2,2800000
171,1258,1,0,1, -  , -  ,1920,2,3266000
171,1263,1,0,1, -  , -  ,1920,2,2600000
172,1024,1,0,1, -  , -  ,1990,2, -  
172,1027,1,0,1, -  , -  ,1990,2, -  
172,1053,1,0,1, -  , -  ,1990,2, -  
172,1064,1,0,1, -  , -  ,1990,2,715000
172,1069,1,0,1, -  , -  ,1990,2, -  
172,1093,1,0,1, -  , -  ,1990,2, -  
172,1145,1,0,1, -  , -  ,1990,2,830000
172,1147,1,0,1, -  , -  ,1990,2, -  
172,1206,1,0,1, -  , -  ,0,2, -  
172,1433,1,0,1, -  , -  ,2007,2,800000
172,1446,1,0,1, -  , -  ,2007,2,1270000
172,1447,1,0,1, -  , -  ,2007,2,1224000
172,1466,1,0,1, -  , -  ,2007,2,1695000
202,1010,1,0,1, -  , -  ,0,2, -  
202,1014,1,0,1, -  , -  ,0,2,735000
202,1025,1,0,1, -  , -  ,0,2, -  
202,1026,1,0,1, -  , -  ,0,2, -  
202,1056,1,0,1, -  , -  ,0,2, -  
202,1093,1,0,1, -  , -  ,0,2, -  
202,1093,1,0,1, -  , -  ,0,2, -  
202,1146,1,0,1, -  , -  ,0,2,522500
202,1149,1,0,1, -  , -  ,0,2,925000
204,1003,1,0,1, -  , -  ,0,2,1330000
204,1011,1,0,1, -  , -  ,2004,2,207870
204,1048,1,0,1, -  , -  ,2004,2, -  
204,1058,1,0,1, -  , -  ,2004,2, -  
206,1116,1,0,1, -  , -  ,2003,2,2050000
208,1005,1,0,1, -  , -  ,1900,2,4100000
234,1016,1,0,1, -  , -  ,0,2, -  
235,1012,1,0,1, -  , -  ,1915,2,2570000
235,1013,1,0,1, -  , -  ,1915,2,3400000
236,1029,1,0,1, -  , -  ,1990,2, -  
236,1202,1,0,1, -  , -  ,1920,2,3510000
236,1210,1,0,1, -  , -  ,1920,2,2100000
236,1211,1,0,1, -  , -  ,1920,2,2291062
236,1215,1,0,1, -  , -  ,1920,2,2275000
236,1216,1,0,1, -  , -  ,1920,2,2450000
236,1218,1,0,1, -  , -  ,1920,2,1250000
238,1003,1,0,1, -  , -  ,1899,2, -  
238,1019,1,0,1, -  , -  ,1899,2, -  
277,1033,1,0,1, -  , -  ,1989,2,150000
277,1045,1,0,1, -  , -  ,1989,2, -  
277,1048,1,0,1, -  , -  ,1989,2,580000
277,1083,1,0,1, -  , -  ,1989,2,450000
277,1096,1,0,1, -  , -  ,1989,2, -  
277,1218,1,0,1, -  , -  ,0,2, -  
293,1006,1,0,1, -  , -  ,2007,2,600000
293,1011,1,0,1, -  , -  ,2007,2,10
199,1,6,1,7,2500,9835,1890,2,10
172,1305,1,0,1, -  , -  ,0,2, -  
172,1306,1,0,1, -  , -  ,0,2, -  
195,9,0,2,2,3597,21582,1920,4,19000000
203,20,0,14,14,2830,14250,1915,4,9375000
